(None, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(127.45219988085165, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(126.0154458334889, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(121.87886191086474, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(124.95348328413351, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(125.8465161319337, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(123.45116931136974, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(123.5956995227072, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(124.59898987756596, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(122.35552539715852, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(122.18135043619134, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(123.69380360164163, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(122.9139628679652, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(120.87633275602235, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(121.56283733238436, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(125.31788887746984, [215.33203125, 215.33203125, 21834.66796875, 215.33203125])
(123.5301354705665, [215.33203125, 215.33203125, None, 215.33203125])
(121.90518439569166, [None, None, 172.265625, None])
(123.18718159840572, [215.33203125, 172.265625, 172.265625, 258.3984375])
(126.27825723442201, [215.33203125, 172.265625, 172.265625, None])
(126.24805261925891, [215.33203125, 172.265625, 172.265625, 215.33203125])
(124.73276383583384, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.71662518978317, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.36432031307066, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.47236945433991, [215.33203125, 172.265625, 172.265625, 215.33203125])
(123.19745727007307, [215.33203125, 172.265625, 172.265625, 215.33203125])
(123.48470415482417, [215.33203125, 172.265625, 172.265625, 215.33203125])
(123.22735335811635, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.71026580845857, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.07561699241971, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.49632556608971, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.76148238145232, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.95567894307324, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.90836827453683, [215.33203125, 172.265625, 172.265625, 215.33203125])
(122.19218601716014, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.53687158648323, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.90239684713104, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.93065488718197, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.18087844390438, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.5213853564832, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.64855433160879, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.45736697162181, [215.33203125, 172.265625, 172.265625, 215.33203125])
(121.02832611922594, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.54435865347403, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.26100689167501, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.17523064676857, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.19224803798764, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.10781652063228, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.07394717075718, [215.33203125, 172.265625, 172.265625, 215.33203125])
(120.23453588942127, [215.33203125, 172.265625, 172.265625, 215.33203125])
(129.4062483852067, [215.33203125, None, None, 215.33203125])
(126.78770911722938, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(123.94695904993084, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(124.92622037412428, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(125.57800239071014, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(127.02793590623176, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(127.32091922815346, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(126.4956061553784, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(125.21655970286581, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(123.37731330640986, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(123.37626080162265, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(124.41025863501173, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(124.87159408630347, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(124.59582341622102, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(123.73488223265319, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.45674648725304, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.09341098400253, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.11795926879961, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.61060114545941, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.57473494270927, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.90176141593912, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.54101117866708, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.25204149920557, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.03618073264398, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(120.4767941591986, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(120.05839295044268, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(120.3380000092325, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(120.31774166226955, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(120.2867511324984, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(119.78464896183237, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(118.92625345906515, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(118.48045673397846, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(118.34027384602405, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(118.91667928719772, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.18525258999483, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(129.30109098645679, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(123.70006936156635, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(121.81706994655494, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(125.83240010310146, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(125.49349078422449, [215.33203125, 215.33203125, 258.3984375, 215.33203125])
(122.65845953556628, [215.33203125, 215.33203125, None, 215.33203125])
(123.30370955893542, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.25403088581552, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.29442985358199, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.79563247960454, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.68604232150338, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.39706085333702, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.61859626645517, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.14571701338805, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.37230225817845, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.67622958503057, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.0045563405596, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(128.19378240798432, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.21173301064542, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.84491807273591, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.30179750726796, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.9554464599072, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.56874874602461, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.24261156575159, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.15242013631556, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.19122916070434, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.30973293708803, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.27588654725702, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.98510670275408, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.75291960723649, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.98325072795899, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.28192714257773, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.33445115496555, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.57104065681463, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.36050709589762, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.37413371583656, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.0111528268314, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.0453675373265, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.02322198467537, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.10116285535776, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.56206517941192, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.21970997064895, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.9151209455474, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.77094533353848, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.21141700705925, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.45917506725124, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.81888126765482, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.14554566951016, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.39248271862468, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.76213903169868, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.48804559827265, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.83202583337207, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.95993798054792, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.24439232998508, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.39201119365208, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.41836640114971, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.01425453974505, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.45292190750936, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.69910813570003, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.44164255562153, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.53751628169097, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.69084755915235, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.96191526513834, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.94053622590505, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.87370923187159, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.59862894416415, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.44682659045412, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.23918021708921, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.36650461782368, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.21680034748579, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.23481113560375, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.79964195775973, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.72802768694255, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.99521717121485, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.50382799494218, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.21227945208064, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.52675397849426, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.67451499216602, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.52388340680457, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.58956103293163, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.20024838271442, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.20893264646996, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.42337236136129, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.91395891576242, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.91542323540679, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.57055145148264, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.94435449756624, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.35417979846913, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.25966802796582, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.03443604783618, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.78798993271829, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.82094790290988, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.50308515258516, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.38306764731693, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.10587871619248, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(119.60840337976826, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.84228021559923, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.61504387040945, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.85399161512572, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(119.11674832942927, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.9398443820565, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.18519001742601, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(116.92840791340336, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(128.0873402052927, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.5050101576355, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.34171330501408, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.52182058252846, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.29093820912351, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.8510556942536, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.55712894420907, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.26767713477506, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.98018921805843, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.06534975543556, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.40171275398353, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.89527074629547, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.83968678782915, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.74431506113017, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.40803336770504, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.98774664861604, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.50370346655338, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(128.06079821214067, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.69605860043644, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.73549972825069, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.68469804445049, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.1882005098411, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.08204644666375, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.06481153658228, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.95638617213702, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.50142142926876, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.6853434295319, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.64349965443006, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.38874529858737, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.13611633873826, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.7078298567771, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.88303614761918, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.95900978505327, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.72411849779868, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.37097541869889, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.76688519425046, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.92134111418214, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.38742554986753, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.5532205327761, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.44959104161252, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.97113882443985, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.90636748109831, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.64664973714406, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.72339622195156, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.34791019196217, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.61018014264603, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.5356807002847, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.96075271445105, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.3560142402841, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.84998484815722, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.92730441646424, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.23271453634362, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.14037674003427, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.41185223605727, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.76131045951992, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.17055010441592, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.1351321579437, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.40755061204351, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.7322421218743, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.83738059423034, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.66942247538194, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.31158098499229, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.82420136098042, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.50471009128727, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.41719325951249, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.40780570479215, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.3335285260625, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.25922121058002, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.2931995645634, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(128.13309978415563, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.62058410030545, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.18113728528469, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.70360712431587, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.82707577240006, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.35035721342052, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.84029196958397, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.13969469351089, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.97643013912429, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.30303279550435, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.14957304681576, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.77327254436301, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.63283211149049, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.82727313769647, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.79113920196075, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.09105588306818, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.1039333857305, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.13847899921285, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.21442562016135, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.04812133893172, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
