(None, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(-inf, [None, None, None, None])
(123.33765816760412, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(124.77243496622306, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.64430568416276, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(121.99744689196912, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(122.7759370766633, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(122.07539801528698, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.44908634209331, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(121.91726635277463, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.95799013846288, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(122.76783382273402, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(122.15759472067518, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(120.68287350693831, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(120.17462545506174, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(121.43289754401107, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(121.18642559874358, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.18085875643968, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(122.18295983898429, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.63685855716226, [215.33203125, 172.265625, 215.33203125, 215.33203125])
(123.80210169802346, [215.33203125, None, 215.33203125, 215.33203125])
(126.86531046126998, [None, 301.46484375, None, None])
(126.20533873741189, [301.46484375, 301.46484375, 86.1328125, 21748.53515625])
(126.08763479812595, [301.46484375, 301.46484375, 86.1328125, None])
(127.06648408724911, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(126.69801899207592, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(125.51645293778944, [301.46484375, 301.46484375, None, 301.46484375])
(127.44793472924884, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(126.11587281350592, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(125.76776361227195, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(123.85879271882911, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(125.41445293087732, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(124.39952295183646, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(123.89956599556373, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(125.04610435621524, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(123.66000741000349, [301.46484375, 301.46484375, None, 301.46484375])
(124.54686994301419, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(121.58473185261951, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(122.49972403698803, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(123.24760207575011, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(120.975075993232, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(123.74198526631619, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(121.50350560266894, [301.46484375, 301.46484375, None, 301.46484375])
(122.92848901064012, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(120.56150666685434, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(120.06546394828996, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(121.68809299284044, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(119.44370935026686, [301.46484375, 301.46484375, None, 301.46484375])
(121.99808290577118, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(118.68384947136944, [301.46484375, 301.46484375, None, 301.46484375])
(122.08724730405072, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(117.94175228310505, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(118.92798556673453, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(119.83479823949425, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(122.54666491593863, [None, None, 86.1328125, None])
(125.13950605333739, [258.3984375, 43.06640625, None, 129.19921875])
(126.80223423679628, [258.3984375, None, 258.3984375, 129.19921875])
(127.778134067117, [258.3984375, 258.3984375, 258.3984375, 129.19921875])
(125.47213750176621, [258.3984375, 258.3984375, 258.3984375, 129.19921875])
(125.40173863364906, [258.3984375, 258.3984375, 258.3984375, 129.19921875])
(125.84026580309641, [258.3984375, 258.3984375, 258.3984375, None])
(124.19671483185185, [258.3984375, 258.3984375, 258.3984375, 86.1328125])
(124.08337016900126, [258.3984375, 258.3984375, 258.3984375, None])
(124.94698909681318, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.55931775338594, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.82023288350231, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.27736953471134, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.3718225213774, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.15933787538118, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.10503297376185, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.01258509695121, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.4129111877442, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(126.96426194730157, [None, None, None, None])
(125.76367806984754, [86.1328125, 258.3984375, 301.46484375, 129.19921875])
(124.16447010614773, [86.1328125, None, 301.46484375, 129.19921875])
(128.3490099904444, [86.1328125, 86.1328125, 301.46484375, 129.19921875])
(123.06582662162286, [None, None, 301.46484375, None])
(128.8878267259452, [86.1328125, 301.46484375, 301.46484375, 129.19921875])
(122.86406414133985, [None, 301.46484375, 301.46484375, None])
(127.33508578286317, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(123.51512359478767, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(123.22606304553756, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(124.55380779676334, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(120.16633090384607, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(126.18927975767242, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(119.66073713678679, [None, 301.46484375, 301.46484375, 301.46484375])
(124.99575982608752, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(119.59841289848708, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(121.26538283172371, [86.1328125, 301.46484375, 301.46484375, 301.46484375])
(128.688457350921, [None, 301.46484375, 301.46484375, 301.46484375])
(126.23224234062158, [215.33203125, None, None, None])
(125.36323958355734, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(127.53623894609487, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(125.8111732575548, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(129.04505927448957, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(125.84396665995271, [215.33203125, None, 215.33203125, 258.3984375])
(127.18514246440336, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(125.20937026188051, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(126.29276301478296, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(126.18641221593238, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(122.40380263014708, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(125.64671177786747, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(124.18676896015695, [215.33203125, None, 215.33203125, 258.3984375])
(124.5412723318818, [215.33203125, 86.1328125, 215.33203125, 258.3984375])
(123.93139408714578, [215.33203125, None, 215.33203125, 258.3984375])
(125.41074804905641, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(123.93679362214569, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(121.37622110328138, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(123.35722312424608, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(122.46306382908473, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(122.33004146092665, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(123.06937764519577, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(124.39478086246729, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(121.97295327763037, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(120.67524460304901, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(121.90505474336733, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(119.53669713644544, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(120.31855568557502, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(121.92924226791672, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(123.25377796745911, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(120.68534663874848, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(119.85368119834597, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(120.01938172858146, [215.33203125, 215.33203125, 215.33203125, 258.3984375])
(121.63445032393776, [None, None, None, None])
(122.5013357814767, [129.19921875, 301.46484375, 86.1328125, 21748.53515625])
(124.57200457760592, [None, 301.46484375, None, None])
(124.41829563930321, [301.46484375, 301.46484375, 86.1328125, 21834.66796875])
(123.41498104622283, [301.46484375, 301.46484375, None, 21834.66796875])
(123.185540411377, [301.46484375, 301.46484375, 301.46484375, None])
(123.08372729908284, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.85965404852914, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.31615567015227, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.50584210464407, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.48125749752637, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.94017690835501, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.67579432467244, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.00606153495018, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.41915731618771, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.0178254515312, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.54503252563242, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.62775864278152, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.97559627678903, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.00760451472432, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.49126849317378, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.51231550781242, [None, None, None, None])
(118.41584504518524, [172.265625, 86.1328125, 301.46484375, 21791.6015625])
(119.68132832336734, [172.265625, 86.1328125, 301.46484375, None])
(119.07418418962675, [None, 86.1328125, 301.46484375, 301.46484375])
(118.88447584912882, [21834.66796875, 86.1328125, 301.46484375, 301.46484375])
(118.82526088138872, [21834.66796875, 86.1328125, 301.46484375, 301.46484375])
(118.3348775220226, [None, None, 301.46484375, 301.46484375])
(118.87727434246129, [86.1328125, 129.19921875, None, None])
(116.15131861304394, [86.1328125, None, 172.265625, 301.46484375])
(117.37184558026628, [86.1328125, 21834.66796875, None, 301.46484375])
(118.50751085168486, [86.1328125, 21834.66796875, 86.1328125, None])
(116.66704083113758, [None, 21834.66796875, None, 21834.66796875])
(116.90556245210513, [86.1328125, 21834.66796875, 172.265625, 21834.66796875])
(122.19114344479124, [86.1328125, None, None, None])
(127.3041034534819, [86.1328125, 86.1328125, 258.3984375, 129.19921875])
(124.736813039235, [None, None, 258.3984375, 129.19921875])
(129.72572769688827, [258.3984375, 21791.6015625, 258.3984375, 129.19921875])
(124.2382061139763, [258.3984375, None, 258.3984375, 129.19921875])
(125.18595001617868, [258.3984375, 258.3984375, 258.3984375, 129.19921875])
(127.64482062209808, [258.3984375, 258.3984375, 258.3984375, 129.19921875])
(122.11881750105945, [258.3984375, 258.3984375, 258.3984375, None])
(125.26284139038972, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(126.31179798141662, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(122.75071678347147, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.7454150961764, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(125.85077496415022, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(121.97230210103848, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.17963988414, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.88426689118381, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(121.45016428693616, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(120.99869416953925, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(125.0721110121603, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(124.97421447565712, [None, None, None, None])
(125.62687690045718, [301.46484375, 86.1328125, 21963.8671875, 172.265625])
(127.67639269618499, [301.46484375, 86.1328125, None, 172.265625])
(125.94607470520216, [301.46484375, None, 301.46484375, None])
(126.33862925656344, [301.46484375, 86.1328125, 301.46484375, 129.19921875])
(124.44695276719257, [301.46484375, 86.1328125, 301.46484375, 129.19921875])
(123.59784201254308, [301.46484375, None, 301.46484375, 129.19921875])
(125.45651804536392, [301.46484375, 301.46484375, 301.46484375, None])
(124.54576975368434, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.16657076996684, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.66828701810296, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.74786546506294, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.16803123866185, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.4835831681855, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.05037339484738, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.69628906283226, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.84582531461348, [None, None, None, None])
(127.59144322410548, [129.19921875, 215.33203125, 172.265625, 86.1328125])
(126.0393831299072, [None, 215.33203125, 172.265625, 86.1328125])
(128.4680533013023, [86.1328125, 215.33203125, None, 86.1328125])
(125.97054342662435, [None, 215.33203125, 258.3984375, None])
(127.3041227141889, [86.1328125, 215.33203125, None, 215.33203125])
(126.20746291138586, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(127.15322722777637, [None, 215.33203125, 215.33203125, 215.33203125])
(125.05338684803151, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.46698282674414, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.06535434252697, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.47046432196164, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.82669969674595, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.31385878186818, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.29253625218678, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.88259583115212, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.81974767255834, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.71128171070684, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.61991700623668, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.40153544366214, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.62011802340109, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.73736904104342, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.32415034126763, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.84955867000144, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.56848957984695, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.68221229784393, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(119.61724242953815, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.53110342215945, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.94665429193464, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.80328439245278, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.64895550063277, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(119.83677636764642, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(117.08616137078113, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(119.96685553625443, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(118.601448377476, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.57713229695226, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.23626602493428, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.34789012544628, [None, None, None, None])
(125.0490953311246, [301.46484375, 21748.53515625, 86.1328125, 129.19921875])
(124.92535795443062, [301.46484375, 21748.53515625, None, None])
(124.16628372108443, [301.46484375, 21748.53515625, 301.46484375, 86.1328125])
(123.05248464856828, [301.46484375, 21748.53515625, 301.46484375, None])
(122.68049172114905, [301.46484375, None, 301.46484375, 301.46484375])
(123.39054006129106, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.73793526343248, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.24198706088033, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.06162714504332, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.07640885852139, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.14985150153643, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.1590151479799, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.7024063735739, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.10694559601669, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.22400674499559, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.01745538446022, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.56701752733366, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.53096388749323, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.55968432400732, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.67194900714361, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.41967286485325, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.66011406671014, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.22370683055262, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.49195259067722, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.29624111055392, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.00376469040461, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(116.92511044503178, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.10667307598905, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(116.93841510042341, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(116.16880626526742, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(113.95722058785047, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(125.0559960458948, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(127.03476381257647, [None, None, None, None])
(126.21518939950636, [258.3984375, 21963.8671875, 21834.66796875, 172.265625])
(128.58063905572527, [258.3984375, None, 21834.66796875, None])
(126.00865180693263, [258.3984375, 258.3984375, 21834.66796875, 21834.66796875])
(125.17273818756516, [258.3984375, 258.3984375, None, None])
(125.99789512579983, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(125.95636947958711, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(123.79596598598917, [258.3984375, 258.3984375, 258.3984375, None])
(125.63612347571366, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(124.24415267302264, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.55386491850206, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(125.20513920346774, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.27734370703708, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(121.93735116603554, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(123.5534173536506, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(121.80774984535348, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(119.33860194009641, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(126.61578947847501, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(124.62926029161295, [258.3984375, 258.3984375, 258.3984375, 258.3984375])
(126.58283356274083, [None, None, None, None])
(124.14015361018228, [301.46484375, 129.19921875, 86.1328125, 172.265625])
(124.59786802760095, [301.46484375, 129.19921875, 86.1328125, 172.265625])
(125.80643449919705, [301.46484375, 129.19921875, 86.1328125, None])
(123.85924245230116, [301.46484375, None, 86.1328125, 21963.8671875])
(123.1909332025915, [301.46484375, 129.19921875, 86.1328125, None])
(122.82427731715586, [301.46484375, None, None, 301.46484375])
(123.51586657841878, [301.46484375, 301.46484375, 86.1328125, 301.46484375])
(122.60907725764707, [301.46484375, 301.46484375, None, 301.46484375])
(123.11769939596792, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.35830219929485, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.26161390755563, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.93388730345859, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.43383835514899, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.13583055107364, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(125.98995192107185, [None, None, None, None])
(127.33073838501232, [86.1328125, 215.33203125, 258.3984375, 21963.8671875])
(127.15003647101622, [86.1328125, 215.33203125, None, 21963.8671875])
(127.55597923446928, [86.1328125, 215.33203125, 215.33203125, None])
(127.22296502568767, [None, 215.33203125, 215.33203125, 215.33203125])
(126.77834549414733, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(125.08328189240943, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(125.27166261471628, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(125.348582742607, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(126.02845722409342, [86.1328125, 215.33203125, 215.33203125, 215.33203125])
(125.37612591495974, [None, 215.33203125, 215.33203125, 215.33203125])
(124.82853670029813, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(125.07102895247138, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.88302862501641, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.95682970927805, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.23752000424763, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.45377231414443, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.06424675243869, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(124.47767100429661, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.36438127684028, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.8733257417131, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.75764112385862, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.82984156692994, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.26286819607212, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(123.24669097911709, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.8707139635145, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.80244856288482, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.00113895335134, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.00075845291144, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.17077467279532, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(120.9598779645215, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.56139867243584, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(122.09831344785458, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(121.03802649355067, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(126.4612822215996, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.70779088545456, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(128.46556571980526, [215.33203125, 215.33203125, 215.33203125, 215.33203125])
(127.7490378413045, [None, None, None, None])
(127.9677661897158, [301.46484375, 21963.8671875, 21834.66796875, 21877.734375])
(128.0688432700314, [301.46484375, None, None, None])
(127.1889330916776, [301.46484375, 301.46484375, 129.19921875, 21834.66796875])
(127.70855312526268, [301.46484375, 301.46484375, None, 21834.66796875])
(126.72510027361525, [301.46484375, 301.46484375, 301.46484375, 21834.66796875])
(127.42835684825644, [301.46484375, 301.46484375, 301.46484375, None])
(127.61508705068452, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(125.46635181557015, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(126.27118169825152, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.05023699056379, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(126.43253586264495, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.97046763263243, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(125.30134880622505, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.51222371760394, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.61364090709823, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(124.85069775427115, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.67982286105949, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.8502339449558, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.56654084334394, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.76617482581223, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(123.92512993109194, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.95785934787219, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.851386246424, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.22653411195864, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(121.67762311858587, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(122.01592102032747, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(118.26212930223603, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.954037093616, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.63977445014457, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(120.73761556606706, [301.46484375, 301.46484375, 301.46484375, 301.46484375])
(119.97641093731954, [None, None, None, None])
(126.71968253424325, [258.3984375, 21791.6015625, 301.46484375, 21963.8671875])
(127.48371083474271, [258.3984375, None, 301.46484375, 21963.8671875])
(126.57622037937954, [258.3984375, 258.3984375, None, 21963.8671875])
(126.0556152102923, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(126.68326836261927, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(126.38881423649977, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(124.05300405754414, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(124.81411266939216, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(124.78467644379954, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(123.76048583186346, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
(124.4507060279125, [258.3984375, 258.3984375, 258.3984375, 21963.8671875])
